ocel_event_id;ocel_IoT_object_id;ocel_qualifier
determine_continu_tr44_Pcp427_Silo15;Temp15;Temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp427_Silo15;Humd15;Humidity sensor for determining the pickup continuation
determine_continu_tr44_Pcp427_Silo15;GrainTemp43;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp427_Silo15;GrainTemp44;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp427_Silo15;GrainTemp45;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr25_Pcp281;rfidMFTSWW;RFID tag read at empty truck weighing
enter_tr7_Pcp470;rfidXNPCXE;RFID tag read at entrance
enter_tr26_Pcp175;rfidNQRMLR;RFID tag read at entrance
determine_continu_tr49_Pcp469_Silo17;Temp17;Temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp469_Silo17;Humd17;Humidity sensor for determining the pickup continuation
determine_continu_tr49_Pcp469_Silo17;GrainTemp49;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp469_Silo17;GrainTemp50;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp469_Silo17;GrainTemp51;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp281_Silo18;Temp18;Temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp281_Silo18;Humd18;Humidity sensor for determining the pickup continuation
determine_continu_tr25_Pcp281_Silo18;GrainTemp52;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp281_Silo18;GrainTemp53;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp281_Silo18;GrainTemp54;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr33_Pcp45;WS09;Weight sensor for empty truck weighing
check_abnorm_tr33_Pcp45;rfidMVJRXE;RFID tag read at empty truck weighing
enter_tr18_Pcp260;rfidEGNSMV;RFID tag read at entrance
enter_tr38_Pcp296;rfidVIASXP;RFID tag read at entrance
determine_continu_tr33_Pcp45_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp45_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr33_Pcp45_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp45_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp45_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr26_Pcp175;WS15;Weight sensor for empty truck weighing
enter_tr29_Pcp276;rfidOIGYVC;RFID tag read at entrance
check_abnorm_tr26_Pcp175;rfidNQRMLR;RFID tag read at empty truck weighing
weigh_empty_tr18_Pcp260;WS12;Weight sensor for empty truck weighing
check_abnorm_tr18_Pcp260;rfidEGNSMV;RFID tag read at empty truck weighing
weigh_empty_tr7_Pcp470;WS06;Weight sensor for empty truck weighing
check_abnorm_tr7_Pcp470;rfidXNPCXE;RFID tag read at empty truck weighing
enter_tr1_Pcp485;rfidBKTRLP;RFID tag read at entrance
weigh_loaded_tr20_Pcp103;WS01;Weight sensor for loaded truck weighing
determine_continu_tr18_Pcp260_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp260_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr18_Pcp260_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp260_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp260_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp175_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp175_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr26_Pcp175_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp175_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp175_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp470_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp470_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr7_Pcp470_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp470_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp470_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr49_Pcp469;WS07;Weight sensor for loaded truck weighing
enter_tr17_Pcp423;rfidVYEBVG;RFID tag read at entrance
enter_tr40_Pcp275;rfidZEKWJR;RFID tag read at entrance
weigh_empty_tr38_Pcp296;WS14;Weight sensor for empty truck weighing
check_abnorm_tr38_Pcp296;rfidVIASXP;RFID tag read at empty truck weighing
enter_tr4_Pcp38;rfidTGNSNI;RFID tag read at entrance
enter_tr24_Pcp41;rfidPCMKUV;RFID tag read at entrance
determine_continu_tr38_Pcp296_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp296_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr38_Pcp296_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp296_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp296_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
enter_tr8_Pcp76;rfidCEZEBQ;RFID tag read at entrance
weigh_empty_tr40_Pcp275;WS14;Weight sensor for empty truck weighing
enter_tr32_Pcp457;rfidQCYTDW;RFID tag read at entrance
weigh_empty_tr29_Pcp276;WS13;Weight sensor for empty truck weighing
enter_tr46_Pcp177;rfidEJHYOM;RFID tag read at entrance
check_abnorm_tr40_Pcp275;rfidZEKWJR;RFID tag read at empty truck weighing
weigh_empty_tr1_Pcp485;WS06;Weight sensor for empty truck weighing
check_abnorm_tr29_Pcp276;rfidOIGYVC;RFID tag read at empty truck weighing
enter_tr15_Pcp213;rfidIDWLCS;RFID tag read at entrance
check_abnorm_tr1_Pcp485;rfidBKTRLP;RFID tag read at empty truck weighing
weigh_empty_tr4_Pcp38;WS13;Weight sensor for empty truck weighing
weigh_empty_tr24_Pcp41;WS12;Weight sensor for empty truck weighing
check_abnorm_tr4_Pcp38;rfidTGNSNI;RFID tag read at empty truck weighing
enter_tr6_Pcp106;rfidQSKZVB;RFID tag read at entrance
check_abnorm_tr24_Pcp41;rfidPCMKUV;RFID tag read at empty truck weighing
weigh_empty_tr8_Pcp76;WS06;Weight sensor for empty truck weighing
determine_continu_tr24_Pcp41_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp41_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr24_Pcp41_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp41_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp41_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp276_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp276_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr29_Pcp276_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp276_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp276_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp38_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp38_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr4_Pcp38_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp38_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp38_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
enter_tr23_Pcp56;rfidKGKHYU;RFID tag read at entrance
weigh_loaded_tr44_Pcp427;WS18;Weight sensor for loaded truck weighing
determine_continu_tr1_Pcp485_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp485_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr1_Pcp485_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp485_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp485_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr8_Pcp76;rfidCEZEBQ;RFID tag read at empty truck weighing
determine_continu_tr8_Pcp76_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp76_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr8_Pcp76_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp76_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp76_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr15_Pcp213;WS18;Weight sensor for empty truck weighing
determine_continu_tr40_Pcp275_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp275_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr40_Pcp275_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp275_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp275_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr32_Pcp457;WS12;Weight sensor for empty truck weighing
weigh_empty_tr17_Pcp423;WS06;Weight sensor for empty truck weighing
weigh_empty_tr46_Pcp177;WS13;Weight sensor for empty truck weighing
weigh_empty_tr6_Pcp106;WS04;Weight sensor for empty truck weighing
check_abnorm_tr17_Pcp423;rfidVYEBVG;RFID tag read at empty truck weighing
check_abnorm_tr6_Pcp106;rfidQSKZVB;RFID tag read at empty truck weighing
check_abnorm_tr15_Pcp213;rfidIDWLCS;RFID tag read at empty truck weighing
enter_tr39_Pcp24;rfidYGABPB;RFID tag read at entrance
check_abnorm_tr32_Pcp457;rfidQCYTDW;RFID tag read at empty truck weighing
check_abnorm_tr46_Pcp177;rfidEJHYOM;RFID tag read at empty truck weighing
determine_continu_tr17_Pcp423_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp423_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr17_Pcp423_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp423_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp423_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp106_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp106_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr6_Pcp106_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp106_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr6_Pcp106_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr23_Pcp56;WS04;Weight sensor for empty truck weighing
determine_continu_tr15_Pcp213_Silo15;Temp15;Temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp213_Silo15;Humd15;Humidity sensor for determining the pickup continuation
determine_continu_tr15_Pcp213_Silo15;GrainTemp43;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp213_Silo15;GrainTemp44;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp213_Silo15;GrainTemp45;3rd grain temperature sensor for determining the pickup continuation
enter_tr43_Pcp204;rfidGETQDY;RFID tag read at entrance
check_abnorm_tr23_Pcp56;rfidKGKHYU;RFID tag read at empty truck weighing
determine_continu_tr32_Pcp457_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp457_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr32_Pcp457_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp457_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp457_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp177_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp177_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr46_Pcp177_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp177_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp177_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr7_Pcp470;WS16;Weight sensor for loaded truck weighing
enter_tr19_Pcp151;rfidRCKRLL;RFID tag read at entrance
weigh_loaded_tr25_Pcp281;WS08;Weight sensor for loaded truck weighing
enter_tr45_Pcp495;rfidSLQPDR;RFID tag read at entrance
weigh_empty_tr39_Pcp24;WS09;Weight sensor for empty truck weighing
weigh_empty_tr43_Pcp204;WS16;Weight sensor for empty truck weighing
weigh_loaded_tr40_Pcp275;WS01;Weight sensor for loaded truck weighing
weigh_loaded_tr4_Pcp38;WS13;Weight sensor for loaded truck weighing
check_abnorm_tr39_Pcp24;rfidYGABPB;RFID tag read at empty truck weighing
check_abnorm_tr43_Pcp204;rfidGETQDY;RFID tag read at empty truck weighing
determine_continu_tr23_Pcp56_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp56_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr23_Pcp56_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp56_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp56_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr32_Pcp457;WS02;Weight sensor for loaded truck weighing
weigh_loaded_tr8_Pcp76;WS05;Weight sensor for loaded truck weighing
weigh_empty_tr19_Pcp151;WS13;Weight sensor for empty truck weighing
determine_continu_tr39_Pcp24_Silo4;Temp4;Temperature sensor for determining the pickup continuation
determine_continu_tr39_Pcp24_Silo4;Humd4;Humidity sensor for determining the pickup continuation
